rollout_id,run_id,model_variant,quantization_backend,quantization_method,language_model_loaded_in_8bit,task_index,task_name,task_instruction,trial_index,initial_state_id,rollout_seed,success,timeout,termination_reason,episode_steps,steps_to_success,episode_time_seconds,inference_calls,actions_generated,actions_executed,replan_count,avg_inference_latency_ms,p95_inference_latency_ms,avg_amortized_inference_ms_per_action,avg_environment_step_latency_ms,p95_environment_step_latency_ms,avg_end_to_end_latency_ms,p95_end_to_end_latency_ms,avg_amortized_end_to_end_ms_per_action,control_frequency_hz,peak_vram_allocated_gb,peak_vram_reserved_gb,invalid_action_count,zero_equivalent_arm_action_count,zero_equivalent_full_noop_count,repeated_action_count,repeated_chunk_count,max_consecutive_zero_equivalent_actions,max_consecutive_repeated_chunks,collapse_warning_count,automatic_failure_reason,failure_detail,manual_failure_reason,manual_failure_note,video_path,started_at,finished_at
task_02_trial_003,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,3,3,2045,True,False,success,263,263,12.379098,33,264,263,32,208.3476713548104,256.02441541850567,26.14248347798001,12.901429419791743,18.71673353016375,343.9847022069223,412.28554025292397,43.1615786039104,23.168754071228545,9.24790334701538,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_003.mp4,2026-07-28T20:27:22.406006+00:00,2026-07-28T20:27:34.785798+00:00
task_02_trial_004,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,4,4,2046,True,False,success,264,264,12.413567,33,264,264,32,207.74309878999537,257.53137320280075,25.96788734874942,12.960728575390847,19.348224531859156,343.893575058742,436.32498234510416,42.98669688234275,23.263010943526595,9.24790334701538,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_004.mp4,2026-07-28T20:27:34.788024+00:00,2026-07-28T20:27:47.202284+00:00
task_02_trial_005,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,5,5,2047,True,False,success,244,244,10.855577,31,248,244,30,193.88530187068446,200.1706026494503,24.632968680291878,12.068256331210742,13.810557220131159,318.2171116312665,341.01577289402485,40.429223199054356,24.734583572790243,9.24790334701538,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_005.mp4,2026-07-28T20:27:47.204173+00:00,2026-07-28T20:27:58.060415+00:00
task_02_trial_006,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,6,6,2048,True,False,success,249,249,11.159206,32,256,249,31,194.22179157845676,202.7970033697784,24.96023024301452,12.275556326810136,13.806276768445969,319.207995722536,332.81485633924603,41.022714309723504,24.376739004882783,9.24790334701538,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_006.mp4,2026-07-28T20:27:58.062270+00:00,2026-07-28T20:28:09.222126+00:00
task_02_trial_007,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,7,7,2049,True,False,success,224,224,9.869271,28,224,224,27,194.95323074183293,202.50070337206125,24.369153842729116,11.825872734854263,13.462899811565876,318.78178120989884,332.16160647571087,39.847722651237355,25.09553704617917,9.24790334701538,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_007.mp4,2026-07-28T20:28:09.224017+00:00,2026-07-28T20:28:19.093979+00:00
task_02_trial_008,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,8,8,2050,True,False,success,248,248,11.267612,31,248,248,30,202.3079214437354,209.44351237267256,25.288490180466926,12.379730713643855,14.081377070397139,331.86192179639494,342.81159471720457,41.48274022454937,24.106411355347323,9.24790334701538,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_008.mp4,2026-07-28T20:28:19.096198+00:00,2026-07-28T20:28:30.364672+00:00
task_02_trial_009,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,9,9,2051,True,False,success,258,258,11.944041,33,264,258,32,201.56918059695852,207.22887329757214,25.78210449495981,12.291531490032064,14.296798780560492,328.41766727241605,342.37568601965904,42.006910930192745,23.805606693189223,9.247904300689697,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_009.mp4,2026-07-28T20:28:30.367379+00:00,2026-07-28T20:28:42.312103+00:00
task_02_trial_010,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,10,10,2052,True,False,success,222,222,10.351971,28,224,222,27,200.55347022467427,207.0585275068879,25.295032280589545,12.586006903097973,18.130502291023728,331.26435162765637,346.3318236172199,41.78108939447918,23.934273004670306,9.247903823852539,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_010.mp4,2026-07-28T20:28:42.314082+00:00,2026-07-28T20:28:52.666733+00:00
task_02_trial_011,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,11,11,2053,True,False,success,236,236,10.848117,30,240,236,29,198.59738182276487,206.45649079233408,25.24542989272435,12.757073472238194,20.1095100492239,329.25560989727575,340.3923088684678,41.85452668185709,23.89227830961174,9.247903823852539,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_011.mp4,2026-07-28T20:28:52.668778+00:00,2026-07-28T20:29:03.517710+00:00
task_02_trial_012,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,12,12,2054,True,False,success,242,242,11.145095,31,248,242,30,200.81580826832402,207.63838663697243,25.7243390756944,12.183990460350987,13.774912897497414,325.814637926317,342.41051506251097,41.7365858500654,23.95979401842791,9.24790334701538,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_012.mp4,2026-07-28T20:29:03.520041+00:00,2026-07-28T20:29:14.665858+00:00
task_02_trial_013,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,13,13,2055,True,False,success,249,249,11.330087,32,256,249,31,196.84709678404033,215.9731354564428,25.297618863812414,12.453299457110075,14.09630998969078,322.7655179798603,334.46616642177105,41.47990592512261,24.108058533332947,9.24790334701538,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_013.mp4,2026-07-28T20:29:14.669547+00:00,2026-07-28T20:29:26.000503+00:00
task_02_trial_014,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,14,14,2056,True,False,success,245,245,11.506605,31,248,245,30,198.31737936023742,231.4160829409957,25.093219429254532,12.27307064952899,14.179804548621176,324.5347280415796,369.98848989605904,41.063577833832525,24.35248102458559,9.24790334701538,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_014.mp4,2026-07-28T20:29:26.002683+00:00,2026-07-28T20:29:37.509973+00:00
task_02_trial_015,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,15,15,2057,True,False,success,225,225,10.203584,29,232,225,28,195.53228962267266,203.19209098815918,25.2019395513667,12.139714732766151,13.35233524441719,318.74431014574805,335.1224336773157,41.082599974340866,24.341205294323494,9.247903823852539,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_015.mp4,2026-07-28T20:29:37.511830+00:00,2026-07-28T20:29:47.716134+00:00
task_02_trial_016,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,16,16,2058,True,False,success,241,241,10.866209,31,248,241,30,194.81793568739968,204.6006554737687,25.059568490910333,12.00004990881162,13.851294293999672,317.87560946278035,334.51668079942465,40.88856387280577,24.4567161397684,9.247903823852539,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_016.mp4,2026-07-28T20:29:47.719930+00:00,2026-07-28T20:29:58.586928+00:00
task_02_trial_017,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,17,17,2059,True,False,success,254,254,11.323938,32,256,254,31,196.11835078103468,204.74904580041766,24.707823720445315,12.047789756237991,13.895240891724825,321.09513645991683,332.3606537654996,40.45293057762732,24.720087907625032,9.247903823852539,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_017.mp4,2026-07-28T20:29:58.588827+00:00,2026-07-28T20:30:09.913482+00:00
task_02_trial_018,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,18,18,2060,True,False,success,252,252,11.187798,32,256,252,31,193.54643154656515,203.72222941368818,24.57732464083367,11.98953195726351,13.409530557692051,316.9451614958234,327.10160529240966,40.24700463439027,24.846569554284784,9.247903823852539,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_018.mp4,2026-07-28T20:30:09.915242+00:00,2026-07-28T20:30:21.103724+00:00
task_02_trial_019,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,19,19,2061,True,False,success,225,225,10.41862,29,232,225,28,200.31702813917192,210.2191060781479,25.81863918238216,12.166794621282154,13.630321249365805,325.03006819250254,341.79502315819263,41.89276434481144,23.870470608460895,9.24790334701538,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_019.mp4,2026-07-28T20:30:21.105289+00:00,2026-07-28T20:30:31.524605+00:00
task_02_trial_020,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,20,20,2062,True,False,success,230,230,10.479546,29,232,230,28,198.09050209306437,206.46640695631504,24.97662852477768,12.476516571705757,18.98696990683673,327.6296779513359,345.2222865074873,41.309828959081486,24.207313978242983,9.24790334701538,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_020.mp4,2026-07-28T20:30:31.526356+00:00,2026-07-28T20:30:42.006612+00:00
task_02_trial_021,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,21,21,2063,True,False,success,242,242,11.186143,31,248,242,30,201.97035167967118,206.24537207186222,25.872235132519865,12.294991480663787,13.765144906938076,328.09718536032784,342.5685940310359,42.028978289959355,23.79310753406771,9.247903823852539,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_021.mp4,2026-07-28T20:30:42.008331+00:00,2026-07-28T20:30:53.195251+00:00
task_02_trial_022,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,22,22,2064,True,False,success,209,209,9.867767,27,216,209,26,200.07136305449185,208.081098459661,25.846539724742968,12.561409756469955,14.271907508373259,327.7394163111846,348.0148162692785,42.33954182010518,23.618583409543277,9.24790334701538,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_022.mp4,2026-07-28T20:30:53.197374+00:00,2026-07-28T20:31:03.065876+00:00
task_02_trial_023,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,23,23,2065,True,False,success,274,274,12.610319,35,280,274,34,203.69192734360695,208.86590257287025,26.019041813964392,12.278262627766516,13.93732726573944,330.25705037372455,349.66810941696167,42.18611957328598,23.704479343325094,9.247903823852539,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_023.mp4,2026-07-28T20:31:03.067855+00:00,2026-07-28T20:31:15.678908+00:00
task_02_trial_024,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,24,24,2066,True,False,success,243,243,11.269983,31,248,243,30,200.1346251777103,241.9536793604493,25.53157769756798,12.509755613933866,15.346233732998366,329.2035405794459,389.4246472045779,41.9971594977894,23.811134180458968,9.24790334701538,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_024.mp4,2026-07-28T20:31:15.700385+00:00,2026-07-28T20:31:26.971007+00:00
task_02_trial_025,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,25,25,2067,True,False,success,233,233,10.723998,30,240,233,29,199.4753091906508,221.05174539610735,25.68351620480482,12.377980936622414,13.636003434658049,326.27853242059547,340.12200040742755,42.01011147046294,23.803793063084207,9.247903823852539,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_025.mp4,2026-07-28T20:31:26.972825+00:00,2026-07-28T20:31:37.697707+00:00
task_02_trial_026,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,26,26,2068,True,False,success,266,266,12.406242,34,272,266,33,200.7850248037892,253.17119564861056,25.6642512907099,12.471216156574569,14.014909509569407,328.1108308583498,401.1907462030649,41.93897838039057,23.844166897197724,9.247903823852539,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_026.mp4,2026-07-28T20:31:37.700980+00:00,2026-07-28T20:31:50.108009+00:00
task_02_trial_027,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,27,27,2069,True,False,success,240,240,10.624365,30,240,240,29,193.9498189215859,203.43104293569922,24.243727365198236,12.20714026906838,13.76305054873228,320.97410062948865,332.5728915631771,40.12176257868608,24.92412934349078,9.247903823852539,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_027.mp4,2026-07-28T20:31:50.112515+00:00,2026-07-28T20:32:00.737584+00:00
task_02_trial_028,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,28,28,2070,True,False,success,251,251,11.210272,32,256,251,31,193.2859419612214,202.89629492908716,24.642032441271255,12.215661092761504,13.883397914469242,318.43854632461444,333.67559695616364,40.59774295771977,24.631911213424917,9.247903823852539,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_028.mp4,2026-07-28T20:32:00.739739+00:00,2026-07-28T20:32:11.950686+00:00
task_02_trial_029,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,29,29,2071,True,False,success,247,247,10.934804,31,248,247,30,192.2901657319838,198.49043898284435,24.133583553406872,12.114946387316051,13.784550875425339,318.3802859557252,328.39837670326233,39.958659370961456,25.025864624645404,9.24790334701538,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_029.mp4,2026-07-28T20:32:11.952433+00:00,2026-07-28T20:32:22.887998+00:00
task_02_trial_030,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,30,30,2072,True,False,success,240,240,10.924905,30,240,240,29,199.30512191106877,206.01339917629957,24.913140238883596,12.513026098410288,13.800009991973639,330.1790927847226,340.9948310814798,41.27238659809033,24.22927488390676,9.247903823852539,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_030.mp4,2026-07-28T20:32:22.889920+00:00,2026-07-28T20:32:33.815542+00:00
task_02_trial_031,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,31,31,2073,True,False,success,236,236,10.888696,30,240,236,29,197.40830827504396,204.74202642217278,25.09427647564118,12.581894766160492,18.046170473098755,326.89791073401767,336.7387763224542,41.55481916110394,24.064597565040494,9.247903823852539,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_031.mp4,2026-07-28T20:32:33.817676+00:00,2026-07-28T20:32:44.707103+00:00
task_02_trial_032,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,32,32,2074,True,False,success,235,235,10.935952,30,240,235,29,198.48579609145722,204.23161080107093,25.338612266994538,12.764496570254893,15.621338412165631,328.864508929352,341.44692281261086,41.982703267576845,23.819333253185196,9.24790334701538,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_032.mp4,2026-07-28T20:32:44.709476+00:00,2026-07-28T20:32:55.646124+00:00
task_02_trial_033,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,33,33,2075,True,False,success,225,225,10.461392,29,232,225,28,200.49022420726973,205.64441792666912,25.84096223115921,12.468921194473902,14.614326506853097,326.7002391532577,342.9752204567194,42.10803082419766,23.74843896583602,9.247904300689697,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_033.mp4,2026-07-28T20:32:55.648055+00:00,2026-07-28T20:33:06.110147+00:00
task_02_trial_034,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,34,34,2076,True,False,success,228,228,10.448265,29,232,228,28,196.94909569004486,202.03123912215233,25.05054287285658,12.692136820732502,16.34865747764705,326.3412485991059,338.8829503208399,41.508316707781006,24.091557531470396,9.247903823852539,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_034.mp4,2026-07-28T20:33:06.111739+00:00,2026-07-28T20:33:16.560790+00:00
task_02_trial_035,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,35,35,2077,True,False,success,256,256,11.362395,32,256,256,31,196.32911862572655,207.48748667538166,24.54113982821582,12.093917779566254,13.532253913581371,322.82040879363194,343.01133770495653,40.35255109920399,24.781580662436145,9.24790334701538,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_035.mp4,2026-07-28T20:33:16.562581+00:00,2026-07-28T20:33:27.925664+00:00
task_02_trial_036,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,36,36,2078,True,False,success,259,259,12.398041,33,264,259,32,208.82411216470328,264.0294935554266,26.60693321017455,12.918492261334736,18.76019574701786,343.3051579490756,420.851182192564,43.741583831349395,22.861540721881784,9.247903823852539,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_036.mp4,2026-07-28T20:33:27.927540+00:00,2026-07-28T20:33:40.326292+00:00
task_02_trial_037,df_06_01_lora_oft_int8_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT INT8 Language Model,bitsandbytes,llm_int8,True,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,37,37,2079,True,False,success,241,241,10.937766,31,248,241,30,195.08231329100747,204.75315116345882,25.09357556855283,12.211243455835397,13.533301651477814,319.6001765468428,330.8726027607918,41.11039615332833,24.324747352721367,9.247903823852539,9.66796875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-06-01 LoRA+OFT INT8/output/videos/task_02_trial_037.mp4,2026-07-28T20:33:40.328743+00:00,2026-07-28T20:33:51.267333+00:00
